remark,dataflag,alttime,altitem,entname,cxstatus,altdate,openo
1,1,1.0,章程修正案备案,e20804deb154b2723b0260ad34681812,,1497974400000.0,37011221706200021
1,核准通过,2.0,章程备案,ef366ca13bd6ead7c9f59770726bd640,变更,1446048000000.0,37010421510270046
,核准通过,3.0,实收资本变更,8d0e2290c9e06dc346a33b591a150d25,变更,1248624000000.0,37010320090721000018
1,1,1.0,住所变更,1c51b7db56cf3cde0a2b683870bc08a4,1,1451923200000.0,37010221512250014
,1,2.0,企业类型变更,03a7605b0ea8781d284339dd093a86d8,1,1385049600000.0,WB370113131111000008
,核准通过,1.0,工商所变更,26d8a0b1ec0517cabec128a362eddd43,变更,1526313600000.0,49b7016349396f4149b0
1,1,1.0,经理备案,aa6b9723e842c6bdc03caceab400b9ea,1,1448467200000.0,37010521511120050
1,1,1.0,董事备案,8a64cf4930dfb8381e142308e792e583,1,1529856000000.0,50e10163ce6dbbe3312f
1,核准通过,1.0,经营范围变更,33aa7f3c017373d2367ccf601b7b7f81,,1493654400000.0,37011321704140013
,核准通过,1.0,投资人(股权)变更,8f09548fc53ed9390ed29dae116e0b0d,变更,1238083200000.0,37010420090327000031
1,核准通过,2.0,投资人(股权)变更,9ae320c21f2e86ecdd2d2f4e58b03b70,,1481558400000.0,37012421611300007
1,1,1.0,经营范围变更,8a1b443653adec23eab10a8158f528ac,,1483632000000.0,37010221701060020
1,1,1.0,经营范围变更,1be383851d4390a4bcd19b30ba417ec2,,1489939200000.0,37011321702170017
,1,2.0,其他变更(邮政编码),e0341358df4fde6e9c81cab2d4a22331,1,1164850514000.0,37010219881
,1,14.0,工商所变更,8d56b22c422ffa193e3756b67e7f4df1,1,1371139200000.0,WB370102130521000030
1,核准通过,1.0,董事备案,3ebdbd1b0a89d290fe8b8e42c4757698,变更,1440432000000.0,37010421507240012
,核准通过,2.0,许可经营项目变更,ffa413db47d94821622233e2ffe22f83,变更,1369756800000.0,WB370112130523000051
,1,2.0,法定代表人变更,bef7726d6334a04813c6cea045c1726a,1,1100135131000.0,37010314007
,核准通过,1.0,经营范围变更,315abacdaabc98d657fc3ac79e76f6de,,1534780800000.0,dfd40165427b1af97ddb
1,核准通过,1.0,村(路/社区),f55597c23bc717645d5a3cd1efec916d,变更,1534694400000.0,45c501650ddd303c4c6c
1,1,1.0,注册资本(金)变更,92365f737b31bcb97fc2999a36767b27,,1515513600000.0,37012521801020014
,核准通过,7.0,其他变更(邮政编码),17c760dfa81ffe53d017202676332dda,变更,1369238400000.0,WB370104130508000024
1,1,1.0,省,5b4a51c72ddb46e5dc6a6431fce81e76,1,1443542400000.0,37010321509180025
1,核准通过,3.0,章程备案,4c0f78b4f46ce222fed7c482b8eadfed,,1520352000000.0,37010421802020013
1,核准通过,1.0,董事备案,dc094b6fd83ff5effadca49ad10d3564,,1509465600000.0,37010421709200065
1,核准通过,2.0,省,3483fac46817355500ae8f45582ccf43,,1517932800000.0,37012721801180058
1,核准通过,1.0,省,63bab61d7a621621a7c54da2f7eb569d,,1469116800000.0,37010221607070064
,1,2.0,联络员信息,90e6eee539b743ee2b3d4646854a10f1,,1465660800000.0,37011321606030002
,核准通过,1.0,登记机关变更,bd71d47ef054093839cda930ba8c8b77,变更,1285476599000.0,37010020100926000168
1,核准通过,1.0,乡(镇/街道),63277145370e6f468186211025193c36,变更,1436457600000.0,37010221506290031
1,核准通过,2.0,投资人(股权)变更,42daa37b548cf2701977d709f943d0ba,变更,1494259200000.0,37010321704210030
,核准通过,5.0,法定代表人变更,d4d0675c3b5bf103ffdcd3c30decb406,变更,1318262400000.0,37018120111011000044
1,核准通过,2.0,市,e481ca08e3ddd56cee7b0987ed008017,,1461254400000.0,37012721604150033
,核准通过,1.0,注册号升位,84328cf3eb522c28735a2ab4367ec065,变更,1199330621000.0,3701042006
1,核准通过,2.0,法定代表人变更,d23a675145a6e22136b4c059964dd177,,1470067200000.0,37010221607110040
,核准通过,1.0,经营范围变更,fac9121496502532fb11cf24768d79be,变更,1144041070000.0,370100119598
,核准通过,2.0,工商所变更,87b08c33e02ac3d0fcdfcf4bf3999d85,变更,1494259200000.0,37010321703210022
,核准通过,3.0,经营期限(营业期限)变更,14eab197f97ad01bb8ae83ad48fc39ec,变更,1015862400000.0,37010216199
,核准通过,25.0,工商所变更,caad64f1589ab751d206f91c9c96af01,变更,1307030400000.0,37010420110530000047
,核准通过,1.0,住所变更,a81223e6e26dd4799231509ecd5226d9,变更,1250524800000.0,37011220090813000036
1,核准通过,1.0,管辖机关,a37845148adabb4a99bac68e895ccbea,变更,1467820800000.0,9ac90155c3f1064f397e
1,核准通过,1.0,章程修正案备案,a0dccd52e73660bbc2dbbe4b0448732e,变更,1453046400000.0,37010521601070051
1,1,1.0,市,f0020c7e69d50cd06c681308e04c0b59,,1478707200000.0,37012721610210004
1,核准通过,1.0,章程备案,8ac3dd45f4a726ac0c59df58fb55a9b2,变更,1430150400000.0,37010521504130050
1,核准通过,2.0,乡(镇/街道),34ffb0b777402d17d0b2f27e54028749,,1510761600000.0,37010521710240019
,核准通过,1.0,许可经营项目变更,ac3fd6c0cf9e5db2fafd3e100ae925f8,变更,1337097600000.0,37010320120516000016
1,核准通过,1.0,村(路/社区),ab1e7f0e40450ddf76e5db7df1ebe4f0,变更,1438790400000.0,37010221507160116
1,核准通过,1.0,县(市/区),202aeb4c755a05a2dad9d7c12fd36084,变更,1531152000000.0,86e801641c767a4c0d58
1,核准通过,1.0,经营范围变更,022d82356305f2bd7305720aa7245fab,,1511798400000.0,37010221709200099
,1,1.0,副本数变更,3fd422ba0935fbef7886368f6f271a05,1,1231171200000.0,37010020090106000100
,核准通过,0.0,换照,7b164a8c702e715d89610db9a79615c2,变更,1407254400000.0,37010220140806000116
,1,10.0,投资人(股权)变更,ed507588bdaa38e78941b627bab90f31,1,1411574400000.0,WB370100140925000026
1,核准通过,1.0,乡(镇/街道),e2450e48db7bd5ebe8124394f1f24b40,,1495555200000.0,37011221703230017
1,1,1.0,董事备案,a156b370f271026812521843c14d0514,1,1455552000000.0,a3960152af617351145f
1,核准通过,1.0,经理备案,b37d79916656161f92bca3107bb75c8e,,1517500800000.0,37010521801290043
1,1,2.0,章程修正案备案,8b90a8ad641caeaec3bfd78591096728,1,1530028800000.0,c6530164351405093501
1,1,1.0,经营范围变更,b24e18ad9653cf97fb1727d9ffd40456,,1467907200000.0,37010221606180008
,核准通过,3.0,住所变更,504118377e322e84a5eb6229840058ff,变更,1239811200000.0,37010020090416000025
,核准通过,2.0,法定代表人变更,aafd1989a764a9eb4d950aa42ce4f3b3,变更,1400169600000.0,WB370103140508000013
,核准通过,2.0,经营范围变更,e11526512fe559aaa2b08a01201c4e9a,,1432051200000.0,8e6f014d6fff097e7249
1,1,1.0,投资人(股权)变更,a227d7c7d0f9ca004ae420a16412afcb,,1480003200000.0,37010421610260045
1,1,2.0,企业类型变更,d01c6d74bd2bf5f51d987831af9045a5,1,1470326400000.0,37011221605130018
,核准通过,1.0,注册号升位,013189775f3cfbb92e0b59ed5cba3525,变更,1211351509000.0,sj20221
,核准通过,3.0,经营期限(营业期限)变更,8b9329f536a37df155f57a4c74addc27,变更,1322496000000.0,37011220120724000105
,核准通过,2.0,许可经营项目变更,fd41c138714c4635e91375bed5a9bb77,变更,1384444800000.0,WB370112131101000010
,核准通过,7.0,经营范围变更,01b11a2c4ede7b400f0f76df2953893a,变更,1325779200000.0,37018120120106000154
1,核准通过,1.0,董事备案,459500dc1390c6d6346d0702a038d1a6,,1514476800000.0,37011221712080084
,核准通过,13.0,实收资本变更,5fd4ba76fab65323aac7863747366077,变更,1263484800000.0,37012720121008000040
,核准通过,1.0,注册号升位,09809fcb50823fdfffceb34dd02dd8a6,变更,1207895400000.0,370113758
,核准通过,4.0,投资人(股权)变更,ac8963649687085a7e0b062b14cc14c6,变更,1351094400000.0,37010220121025000020
1,1,1.0,投资人(股权)变更,c6b9a5af18eb97695c8c07cecdec1a7a,,1508256000000.0,37012721710120087
,核准通过,9.0,工商所变更,16fabfa5c6f6d172ce526c93cd57e8eb,变更,1393257600000.0,37010320140225000031
,核准通过,1.0,登记机关变更,6a6761c8895259b6bf15dd123b057c94,变更,1164556800000.0,37010514245
1,1,3.0,董事备案,82bc398abdd81257facfccf871fd8e8c,1,1530806400000.0,c7b50164269fdade3301
1,1,1.0,法定代表人变更,f98c79bba3cc36c09360a5dd5789ea5d,1,1434384000000.0,37010221506040004
,核准通过,1.0,副本数变更,f63b0e8a02e564ca03576a8024f2ca36,变更,1406736000000.0,37011220140731000040
1,1,1.0,省,636b67d17a927368cb944eeae557cfc7,1,1444838400000.0,37010521509280005
,核准通过,14.0,一般经营项目变更,a3360149e88e8d09e50df8dea4ca3a9d,变更,1289750400000.0,37010220101115000043
1,1,2.0,章程修正案备案,02fa7cb4cac01497bfb64c92274b1707,1,1507824000000.0,7e01015f0fad2c51594d
1,核准通过,1.0,法定代表人变更,d3bd1e44e6314d02bcf3c5c7bf0ac885,变更,1450368000000.0,37010221511190099
1,核准通过,1.0,注册资本(金)变更,6aaffc795f53309ffa7ae17f34509b7c,变更,1431273600000.0,37012521505040012
,核准通过,0.0,换照,466c09739de62f1dcb74e65758d150b9,变更,1407168000000.0,37010220140805000067
1,核准通过,2.0,监事备案,1e28c507d8a0c5c9973cb128a7981cde,,1516723200000.0,37012821801180005
,核准通过,0.0,监事备案,b2b56e9e31cd7df907e6212c94938dd3,变更,1381334400000.0,WB370103130921000008
1,核准通过,1.0,市,b853b15752c419161e2d836a5816e821,变更,1458144000000.0,37010521603070040
,核准通过,2.0,经营范围变更,9f5c19bf8d7c85c9a3d6b1a88a72baef,变更,1168325044000.0,370100142989
,核准通过,0.0,董事备案,dc8bd9ee854329ffb6135dc9ae60d64e,变更,1416844800000.0,WB370127141107000006
1,核准通过,1.0,投资人(股权)变更,8f714afcd8fe76dc0144495f23f4b19f,,1482768000000.0,37010321612150068
,核准通过,0.0,经理备案,d18ff4f51e9a990f3ead97a37041e355,变更,1277049600000.0,37010020100621000015
,核准通过,1.0,注册号升位,5b80ffbbc9b189c0097762abc4f35294,变更,1207194898000.0,sj13571
1,核准通过,4.0,监事备案,cd57227f01dab008239c7f384602f2d3,,1517932800000.0,37010221801220106
1,核准通过,15.0,县(市/区),8eff643803d686733e352c25c6657e6b,变更,1444924800000.0,37010521510090031
1,核准通过,2.0,经理备案,d865e7984d852e2894fcd3716d7b03a9,,1484755200000.0,37011221701180008
1,核准通过,1.0,联络员信息,1658315c26f84b891f43c6d278bf4b57,,1487174400000.0,37018121702130034
,1,1.0,企业类型变更,8de487a5c5bb4578045c5ae971ae3948,1,1496764800000.0,37010421705220041
1,核准通过,3.0,县(市/区),26132a200df11a1a69c053eebf5f8aa4,,1501776000000.0,37010521707090002
,核准通过,2.0,投资人(股权)变更,2bf017f852400fe3cf6d15d9b317f51a,,1526227200000.0,37012521801110012
1,1,1.0,村(路/社区),fb3a49f9cf1267bbdd80bb3d586c2757,1,1433865600000.0,37011221506100026
1,核准通过,1.0,投资人(股权)变更,8ef815062c75f232eeeec6c94def0e47,,1495382400000.0,37010421705090034
,核准通过,1.0,一般经营项目变更,938ec45609107826f56c145bd682e38d,变更,1305734400000.0,37011220110519000071
1,核准通过,1.0,联络员信息,4cf16c975474705c5233723fb7368be5,变更,1480435200000.0,37010521610080005
1,核准通过,1.0,投资人(股权)变更,a01081c56b513187efc74ceb5cb8a946,,1492531200000.0,37010221704070095
,核准通过,6.0,一般经营项目变更,6390a63c964d95b5fe387824faa254c2,变更,1348761600000.0,37010520120928000048
1,核准通过,1.0,村(路/社区),3d20fcd8d17188a8a2c63fd9d8ebb598,,1511452800000.0,37010521711140090
1,核准通过,1.0,号,92fbd6c10d2cb919c827267cf0684912,变更,1453219200000.0,37011321601040005
1,核准通过,1.0,乡(镇/街道),649a893086118e500c1277d5390eb784,,1514131200000.0,37010521712150045
,1,1.0,住所变更,5169b8ae7d31b0c63add81353377f4a8,1,1487520000000.0,4015015a592ee6ee2e57
1,核准通过,1.0,经营范围变更,e721dcb59dda1d5547a1874f0d451019,,1500998400000.0,37010421707140022
1,1,1.0,法定代表人变更,367423a674106af53e680bed2da8e562,,1522252800000.0,37010421802030009
1,1,1.0,注册资本(金)变更,7bf7eb0798eaf9568f275b13734e52e0,,1481644800000.0,37011221611290008
1,核准通过,1.0,村(路/社区),daf6d8052073ac77792457ec5cc45ff2,,1500480000000.0,37012721707140003
,核准通过,3.0,实收资本变更,142ee274dd8f24bdcd4dcca7ad8fa902,变更,1265126400000.0,37011220100127000044
,核准通过,7.0,企业类型变更,ceb34c1800108b411f2fc7b8819baf26,变更,1114735494000.0,zx97691
,核准通过,4.0,名称变更,818e58e7ae48e26857663cef681c4275,变更,1382457600000.0,WB370113131021000004
1,核准通过,2.0,联络员信息,926f3842a72a2ea037381aacfb1e5fe9,,1517155200000.0,37010221801240013
,核准通过,1.0,管辖机关,ef6937ebf96fb8fbf192f4b68a306dd3,变更,1513872000000.0,37011221703200089
,1,12.0,经营范围变更,c4327231f020dd20b2dc51da7ba6a336,1,1120014480000.0,zx103467
,核准通过,18.0,投资人(股权)变更,c3c07a239f43613255e3ba3567f46b7a,变更,1112662402000.0,zx94314
1,1,3.0,号,3b4b3a0633cad3e06edc531fd129f0db,1,1522771200000.0,15e5016266c5c8a04be4
,核准通过,0.0,监事备案,35099bd11c18da58db8b89b94c74b36f,变更,1378051200000.0,WB370112130821000032
,核准通过,7.0,经营范围变更,46621b84f56c1296e04333fd40bfb8f1,变更,1338912000000.0,37011220120606000078
,1,13.0,其他变更(邮政编码),198ed76d6e497dd9d62880b7fb9e8a9f,1,1150771226000.0,3701046360
1,核准通过,1.0,乡(镇/街道),5f53ddd5307927015ad4e884250efa3e,,1493740800000.0,37010221704260108
,核准通过,14.0,其他变更(邮政编码),8df6da10b5896ad27570b55e8a54c6dd,变更,1080788882000.0,zx65833
1,核准通过,2.0,管辖机关,fc236a97e6c0920dbf2e899a9ea717c1,变更,1530806400000.0,b02f016275def2ad19c4
1,核准通过,1.0,经理备案,3d0b22864b3c6a5cbde491d2ab79ce22,变更,1530201600000.0,bafc01642571dd580959
,1,2.0,住所变更,c63bd8b810d85612d969ebca6244a349,1,1118882175000.0,37010213606
,核准通过,3.0,经营范围变更,ca55a7ca4591fbf6f3087a8888e1fde6,变更,1424966400000.0,6aeb014bca28dcab2ef1
,核准通过,3.0,董事备案,b6934dc7af4cd5ec958a2532b77d0019,变更,1165802275000.0,37010222800
,核准通过,2.0,企业类型变更,b948a91c017a274e8e96474f3e07c122,变更,1330012800000.0,37010220120224000088
1,1,3.0,法定代表人变更,3bd058e6ebcbb07729e29d603afe2d21,1,1522339200000.0,cb13016255e742b71544
1,核准通过,1.0,村(路/社区),66e4dfceede16bb8e510d9c3fc21089f,变更,1454601600000.0,37018121601220013
,核准通过,3.0,村(路/社区),40c14876ccda66ec719c7c410ad3b916,变更,1479830400000.0,752f015875ea72841b90
,核准通过,1.0,注册号升位,34ac0f62a3b11fc2051770188a62df71,变更,1210041318000.0,3701021488
1,核准通过,2.0,乡(镇/街道),326a8f528f545150ac77760ad972f345,变更,1532275200000.0,fdc5016492309754495e
1,核准通过,2.0,号,399d2eab622472aff95f5498be47ac94,,1477843200000.0,37010421610120016
,1,0.0,董事备案,19fdb7452fd129e42fdc13c1c48fe2b9,1,1352217600000.0,37012720121107000017
1,核准通过,1.0,住所变更,786fc0878fd16499d2f47f897d201a58,变更,1535644800000.0,e026016541fbdc4c7763
,核准通过,4.0,行业代码变更,7aea69e88731cbc1f4c59e739f3e259d,变更,1409155200000.0,WB370102140806000002
,1,6.0,实收资本变更,9105fe8e85e9b65b75e6b48805648f5b,1,1152513174000.0,370100128275
1,核准通过,1.0,市,5efee63692af0e4ae80c00bd63012b97,,1490716800000.0,37012721703220055
,1,2.0,投资人(股权)变更,f6e63649c0d85b67888c38bb7a1168b6,1,1402329600000.0,WB370105140529000011
1,1,1.0,住所变更,ce16b311760b3b1abb3ef7170377d5d7,,1491753600000.0,37010321703210074
1,1,1.0,省,d50a028ee3b93ee531ee199fb5306a66,,1501603200000.0,37011221707140048
,核准通过,10.0,投资人(股权)变更,ce2f4f8f526fd1028691d88947453ebb,变更,1338739200000.0,37018120120604000075
,核准通过,10.0,许可经营项目变更,c7402b033273ea17ce80f2e93cf70cf0,变更,1372780800000.0,WB370103130626000015
1,核准通过,1.0,章程备案,cc299ec7a6a50f4c847a680a4d0fecfe,变更,1527091200000.0,f0b501627109141f0be5
1,核准通过,1.0,县(市/区),f35b275a7b6d9a6e46e86f4e5c95e4ac,变更,1531065600000.0,c153016445c87df25f79
1,核准通过,1.0,联络员信息,04751428b2cd4ecdc50b4c328b532790,,1467216000000.0,37010521606170033
1,核准通过,2.0,经营范围变更,7c95413fe317d7c73e9fc1208117e67f,变更,1533830400000.0,dbe00164f441f4fb1182
1,1,2.0,投资人(股权)变更,19f32b9744b1eba4cd75c8b8c0b5980e,1,1453910400000.0,37010321511190061
1,1,1.0,省,ad1aff89359127e0fdc61aaf7f8575ea,,1510675200000.0,37012521711020019
1,核准通过,1.0,法定代表人变更,595fdfbd3230da208bc1b39f4c776527,变更,1523376000000.0,129b016242837830591d
MC37010520140314000106,核准通过,1.0,名称变更,7da6a3ad2c81af2e6ee0bd0b834c5d09,变更,1395763200000.0,37010520140326000054
,核准通过,1.0,管辖机关,4e1c9723d581dcf89923b8a6b884ddb4,变更,1506614400000.0,803d015ec1e9a74167c4
,核准通过,1.0,注册资本(金)变更,23c2ea5f8943a8e21e72cf83e4920354,变更,1326038400000.0,37010520120109000040
1,1,1.0,经理备案,a92933f09ac558e92b3e2b2bb772e75b,1,1446998400000.0,37010421511020031
,核准通过,5.0,实收资本变更,630ffe2f81feaf8f2ec09768bfc4e40f,变更,1292428800000.0,37010320101215000004
1,核准通过,2.0,经理备案,7a83dbad9e9ba1cb77ef742efdecc447,变更,1533744000000.0,71b00164a5e4c05e7a13
,核准通过,2.0,工商所变更,3432a403fad680d517fd14dbe5283b54,变更,1516550400000.0,37011221801170063
1,核准通过,1.0,联络员信息,8453533b160cfd4c0454d481e8315e49,,1464192000000.0,37010221605200049
,核准通过,1.0,注册资本(金)变更,d8163285887807bbf133212799697036,变更,1401120000000.0,WB370103140526000034
1,核准通过,1.0,联络员信息,9fdef9ca2156f52283ae902cbdd3804c,,1480262400000.0,37010221611110050
1,核准通过,1.0,投资人(股权)变更,c1e6a0a5079fb2984cb111ef91022cce,,1503504000000.0,37010421708110006
,核准通过,6.0,经营范围变更,fa5127514f8796dc436783d9e5a640f3,变更,1110415459000.0,zx90145
1,核准通过,1.0,省,0a72dc5a8406b3ab34db03d08d20bc82,,1506268800000.0,37018121708250034
,核准通过,2.0,工商所变更,ca2487964023a8c9afb5d6d931f4bd2d,变更,1370275200000.0,37010420130604000042
,核准通过,1.0,住所变更,3fd5b48a00ac544b978223c9ada15c2d,变更,1179849600000.0,370100162692
,核准通过,4.0,名称变更,26bb032f915681faffef66b5e1ebc123,变更,1145320552000.0,370100120656
,核准通过,1.0,一般经营项目变更,1b6be953d3a5d7388647fb7c3437b9c7,变更,1333555200000.0,37011220120331000075
,核准通过,5.0,企业类型变更,714a64ebdaa154ff8127a6346b3c8a52,变更,1116950400000.0,37010235848
1,核准通过,2.0,住所变更,78073345b67e9fbd14cf7408f04fc5c6,变更,1448553600000.0,37010021510280007
1,1,1.0,住所变更,e3de648455c69416857c957d05c34bde,,1474992000000.0,37011221607040056
1,1,1.0,省,b549af63a1551cc89ebc87dab5a7f501,,1513008000000.0,37018121712120006
1,核准通过,1.0,县(市/区),f859016dcf453f1375f067436a2dab28,变更,1522598400000.0,f8cd016251b7e86a4c03
1,1,1.0,经理备案,f35ae8b5b980769948d44c40700b54eb,1,1445270400000.0,37010221510150015
1,1,1.0,经理备案,7ed8dc89a4995ff397360a239529e491,,1491321600000.0,37010421703060067
1,核准通过,1.0,村(路/社区),08e76c86b2abb3bbc15fe9fd8630e7e2,,1516291200000.0,37010421801090063
1,1,1.0,名称变更,024ccae4cc3f88fb1c5f27c24c55e1d6,,1488902400000.0,37010221702210019
,核准通过,0.0,换照,8877f34b2a299eaeff3005d9de4c72e5,变更,1413388800000.0,37011220141016000017
,核准通过,0.0,经理备案,2d9d1ae2d945abcc7f4ca99f1715ecf7,变更,1366905600000.0,WB370127130313000015
,核准通过,2.0,名称变更,4eb1b1c41e9fff27f85fa0e886932636,变更,1392739200000.0,WB370113140219000002
,核准通过,6.0,经营范围变更,e67789d7b19f0450ba522af84bcbf2e9,变更,1371657600000.0,WB370105130619000031
,1,1.0,号,20042f9053fabe0a48c7cac288c3b56d,1,1441555200000.0,37012621508100013
1,核准通过,1.0,村(路/社区),d224b333d261dc69169f5ed20ea213d0,,1493222400000.0,37010421704120063
1,核准通过,2.0,投资人(股权)变更,679746f2f3a072b71957535dbee1e4f3,,1510848000000.0,37010221711140095
,1,2.0,经营范围变更,0be64f077b4c4256f2a6137c302dd631,1,1369152000000.0,WB370102130521000009
1,1,2.0,县(市/区),53ff8862dfc22ab3b4d12824f45d40b7,,1502121600000.0,37010421707170036
,1,1.0,登记机关变更,43f343693b63bf99563f465004c976f0,1,1292039208000.0,37010020101211001486
,核准通过,0.0,换照,06ef155c2c7989648c0372f47cfff88b,变更,1408377600000.0,37010320140819000102
,1,0.0,换照,042865ee9616c5cd10e9bde81db91496,1,1405267200000.0,37012720140714000048
,核准通过,5.0,经营范围变更,b3a9ff202bc119295891e5ee8554a1f2,变更,1336060800000.0,37012520120503000025
1,核准通过,1.0,监事备案,607754f08a187e79a4bf601640633d99,变更,1528732800000.0,9f070163f192f5cd21bf
1,删除或者驳回或者不予受理,,经营范围变更,e1e17c512de212192f018b7f5f97e0ce,变更,1422547200000.0,WB370125150123000014
,核准通过,1.0,市,e7dccfbe1cd95f62536e3e7737026f4c,变更,1464105600000.0,fa750154e04eea8927e8
1,核准通过,2.0,号,c9f52f95fd69051379da0b36419ea1a5,,1491494400000.0,37010521703090022
,核准通过,1.0,一般经营项目变更,a10bcb1feaffb3fc0ba9d0d79f5064a5,变更,1312473600000.0,37012720110805000016
,核准通过,3.0,住所变更,eb57ed8e872876f28b093da6e160877c,变更,1208998342000.0,37018114358
1,核准通过,1.0,乡(镇/街道),6b4c34919f0c49299eb5c16017581797,,1519574400000.0,37018121802230033
1,1,1.0,董事备案,b732ca5a99ed7eb9f0011a0f07c4eb94,,1482076800000.0,37010321612190016
1,核准通过,1.0,村(路/社区),aefe44e3670effb820bad4d5420d59a8,变更,1535558400000.0,b3c50165848832b06ef8
,核准通过,2.0,住所变更,380755d6da56394b2eb877ee8bca809f,变更,1401379200000.0,WB370127140520000046
1,1,1.0,经营范围变更,7f6fd74ce9940af2acb1a00ecc95cdd1,,1464710400000.0,37010221605310077
1,核准通过,1.0,市,f7c7f158cf752f810ed261fa074e0d7f,变更,1440604800000.0,37012521508110001
1,1,1.0,章程修正案备案,649ecc01b9af2967c60a995e5187d09b,1,1530720000000.0,c59d016420d650140286
,核准通过,5.0,经营期限(营业期限)变更,200d977b8bb0619697301324f973df5c,变更,1065576696000.0,zx55746
,核准通过,12.0,其他变更(邮政编码),24cf935ab726219bd19d10c6e5f65283,变更,1152854725000.0,3701029575
,1,2.0,经营范围变更,f24800c94227bd92af7aaa326f5f65a7,1,1094517846000.0,37010316411
,核准通过,1.0,注册资本(金)变更,7535c13ef7d58a59c9a238cccdc8b642,变更,1256486400000.0,37010320091026000058
,1,3.0,许可经营项目变更,50f6085eda80ca1106b290ff20f45089,1,1383840000000.0,WB370181131108000004
1,核准通过,1.0,章程修正案备案,16bb60b4ac1be50b57baa477b85e176c,,1492617600000.0,37010221704010070
,核准通过,5.0,住所变更,dca8eddcf42a4b13bf0f5b6317d2efbc,变更,1168391924000.0,21373
,核准通过,1.0,一般经营项目变更,7ae22f18315591d16ab2ce032860f1d3,变更,1307635200000.0,37010420110610000024
1,核准通过,1.0,县(市/区),7e8930dbf2c8346e01cad3c4bf47b588,,1502035200000.0,37012521707010014
1,1,1.0,章程修正案备案,796613c97eacd82db5d84bc5e22f34c2,,1481644800000.0,37012421611260001
1,核准通过,1.0,经营范围变更,b3c06d53518ef33e93818ce9e2215f06,变更,1534348800000.0,dfd40165376e74c2320c
1,核准通过,1.0,董事备案,ed74599f850ae4d59aeb27f96196a737,变更,1441641600000.0,37018121509080004
,1,5.0,经营范围变更,8f37588fff1723b69a13a8ea05cc5f5e,1,1355068800000.0,37011220121205000030
1,核准通过,1.0,章程修正案备案,46065db422fa27e67afae59956d8cb27,,1500393600000.0,37018121707190024
,核准通过,9.0,登记机关变更,7506e4a86515db901cf21fd2f326e52d,变更,1246504764000.0,37010220090702000023
,核准通过,1.0,,4603b53b8de5cab7f2e716c4409e134c,变更,1433865600000.0,1bbf014dd66d8f991d03
,1,5.0,住所变更,81676dce081b7210ae037621f3f48512,1,1396454400000.0,WB370112140331000024
,1,1.0,许可经营项目变更,1cdefaee39b0476fb5fd43635ce58581,1,1368374400000.0,WB370112130426000034
,核准通过,10.0,经营范围变更,7a98db34beddb28e53feb1a53d0c31dd,变更,1182818989000.0,26364
1,核准通过,5.0,投资人(股权)变更,a941db6c65a698a34e6d58bc2ee52b0e,变更,1430668800000.0,37010521503310033
,核准通过,1.0,联系电话变更,323d31b722cd4bd242146d781b828b2a,,1478620800000.0,37018121611040010
,核准通过,2.0,登记机关变更,c9316d1c8632b2205a0f9492c4081785,变更,1176254283000.0,37010520230
1,核准通过,1.0,经营范围变更,f1ac4fece3e091dc6d82d692694139a6,,1508947200000.0,37011221710140012
,2,,监事备案,513693f37136a93a3315ea07b98d155d,1,1440000000000.0,37010321507230050
1,核准通过,1.0,法定代表人变更,d3c15613f2a0b3fdfceb35fdf0de56e1,变更,1446393600000.0,37010221505150012
,核准通过,1.0,法定代表人变更,01d85e9921cf9bcdc7846e7eff497c5d,变更,1314028800000.0,37010520110823000033
,核准通过,2.0,住所变更,45ce02c2c2050d27a70bb86a0f229659,变更,1534262400000.0,f6fa01653b277f995eb9
,1,3.0,经营范围变更,306ff99bba809e5d729805d28f0bd968,1,1420732800000.0,37010020150109000001
,1,11.0,注册资本(金)变更,b0f72060df7c94e71cb9682b71ce071a,1,1163552126000.0,370100136491
1,核准通过,1.0,注册资本(金)变更,c7bd4a507be2909e3537599d1041fc44,,1498406400000.0,37018121706260040
,核准通过,5.0,投资人(股权)变更,8734d474a1a9a32fbf433383975e62a9,变更,1324915200000.0,37018120111227000007
1,核准通过,1.0,县(市/区),76c4f2388cb7c8eed3f24eb866054814,变更,1533484800000.0,0db50164d54217955e35
1,1,1.0,市,77992cf5188c408978efea56188714f6,1,1529856000000.0,b58f0163de3e7a624c8f
,1,1.0,管辖机关,9ff47a69838fc18ffb08e93890b47e7d,1,1479744000000.0,37012521611120010
,核准通过,0.0,监事备案,4513eae3a91e08b260a383327868f37b,变更,1421856000000.0,WB370102150115000033
1,删除或者驳回或者不予受理,,住所变更,a4e6d226d21c71a04107e247b0ff5b53,变更,1450108800000.0,37010321512140078
1,核准通过,1.0,村(路/社区),48e4ba3cf1cc23fa512d828e76305bb7,,1484236800000.0,37012721701100062
1,1,1.0,经营范围变更,2592281471bf9f446e7a896156f8239d,1,1527696000000.0,9f110163a57556ad2419
1,1,1.0,联络员信息,5b60c99ee6420070aa0c96a8ac50ade0,,1460390400000.0,37011221603300072
,核准通过,8.0,法定代表人变更,5f3581789d8c4a6306c7ea0c4b5e5fd2,变更,1222185600000.0,37000010000395402
,核准通过,2.0,企业类型变更,5f4f469ccb1b1475e931fe921dbcd4ae,变更,1348502400000.0,37010520120925000128
