entname,qcwynum
19f884a4d382aa75ca6c0c811f636ad7,19
cb740175b6ffe34454c433ae52ab07f9,2
573dcba69b49fe3330665b550272bad1,6
0b11ec8e22f8d299c22fd1ac489ec93b,32
765134935b0f6c17d2a24c4c58a298f5,3
1db27c9a5d5092f2d8215dc1f3f55ca6,11
733ec46adc5a2d37811b527433cd263e,1
b7b2439b6bc39a7aad4518f2c985d254,10
226e3c1953c6b475d596338f7508321e,3
2a0ca724bd6abc3ae1d83666122800db,6
8d6ec3d9b00d836574362e924678e6e3,2
61301c160d8ff52faab29ec827c55772,24
293e12cf19e626916d2a5c51dce7117a,9
8f5a16a31591e1231377558cca52d86e,1
2e45eb7d9f85b60f394c328b016e4f42,2
0147e7a1db3e595b9d2d39f1ec0fa2e9,1
7ca743fa1cfef08dd3f81bc7c6d38050,20
13b62d588bdd8aafe61fdcae38b30148,9
bf35de8feaf993d157a9b80a1adb6ddf,7
b7d78d021f7a62a8d1d043e1c238cf83,2
f3b277f4b9ad0699934aeafcb18b0f64,27
26efbb93d44c6ae35122524a5156f5b6,2
e3f16d09492b7c28f0ab9f048ee69dc7,8
af1a4fa01dbdb1bfe0a650e16470f758,5
305c7c63c4e10b01520d715b01be46b1,6
556c57cb350e4cb821fee21e4ea4259e,7
07901141e85adc5a3f06cc679f3e82a4,13
db7d8b94ae959cbb977be065fb2d5714,1
102570ca4464a8f786ea9ad25b55443e,3
bff4413eccf7f616ef8bc6bc77599307,6
57987f7af76679d576d54dfc793f40e0,5
55c5f3919514eb8610e096427990ab03,10
6f6bec45eb406ed8fe5215f9a4a88a1e,9
c5de1076f353fee8a4e3557b693beebf,1
0049a48bfe03e23235ef45969f32c619,34
27b882743021fc95c643317a6782f736,33
b1a63d358713ed498d12dab8108e00ae,7
a31cf0c9cb9d23ea226cd3e320cb491e,4
bff4cf24610266eec3f7a03994329dc6,6
cfee957cd241229cf64e1d43459ce477,13
1a1ebb6519879584477e160272e9a3a2,1
4ab4c9d2534366350ed4141364f45062,954
0757237361717c65316c65c5082d5daf,3
dec71b1ef629a8958807b18df0c4e27e,7
eaf0eff411b6a4e37b1ed237c3eee60d,9
e5621fdfc0edc49ce83501a2642c077d,11
3811d46dde120818ed8e5eb15c4caf39,6
72ca14c8e20be022193b84f905f2ea4b,6
650035dd2c3f9d73cea2eb10106799c1,9
68cb085a7e855adf13cdadb0e07ff34d,5
6420da1bad82afd97918b10074d56337,3
b3d179a987f44cc981d677559da5aa6a,21
7054cd003b3689a55cede19e165db690,2
060a87b5617626843b826abe09f1f0c6,4
8c873792e52f3d18160791e79e38192f,1
33320f5c9d07eb80c2a4dd50a94de2c9,15
4e42701f049e995c73e9db7abe8df65b,10
56a05d53457f00937c4125eff3151621,6
0bfaf4312422b7a7be94684ecbeb2292,20
0af6f7aab77f2404e52568dba23c683b,9
7616eba08d6d13e5a4b42e197171e557,9
8c12379319d8d17fa150ff056d081979,3
e23458ce3dc4802e8ebc6789a27a6300,25
5abc8cbd74e95ec23fbb5e0bf995e3cd,9
0e4841ac4eded65ea34793c8dae78ae2,51
89135991eb923c7153e9cf79f82cc78a,4
2f1394b4c11cea763024815c81a77a71,16
944b66ae6b15d57f7c988f44577af1fe,6
b7b44ab6fddfeb196d446866f2cd70f5,40
2c8b2fb63e020e5a4e8533604ae14490,46
9d376ea81f954b9fc80e4f96db0b8882,10
a190282c6d3ea7b968dba7e1236a12d6,4
f83ce042fef91b0409eb2643b9c52310,18
05f60a9418d4e4ea7f993aa04234e463,216
3e9e7fe3af90a409d9c4f491839b43d4,15
b07732384012ced7238bc5ef106af4eb,13
80683e035670a640a89b8ef2f6ce4f33,22
76f81601fe54e08a13be33cae44b80c2,9
c0c7b3a53a4d58cc580fc09cf17f3651,22
a4cd3bff509abe8dd6d3549c49c99e3c,10
687e99c3dacf15e990554df973b28960,3
0687c65c77a840c85865ff425417a5cb,8
890097d0effe6cb3088dd80d9191aa08,21
ea61deb6ae44d7508bb6dc245839ad4d,10
e9494ace1e75083811991a2e844c2ae5,7
44349c4be8d43a254018677b31f38b3e,9
10d96889fd5eff0540cda6080df94d73,2
67ea0f587521fd6460ff3365fff0e587,5
bcab59240388bc8e9a617e3bd0c06153,31
41099fba0582c1401f74d91361c5029c,16
008515ca2c3bface5929d21fafb8da0c,15
292be54d9c84fd65105ac65b2973e806,25
eb89e503957f1a0dc0eea7af821b0bb5,19
ceba8bbb6481e8a795c03065a76e8738,21
821b6528667383e36fa81df1c5550230,2
a3af1ff9678297aecd24bfbc9d06ca7d,24
7f4c7d7cfbbc5e7d6db3ac569b477bcf,11
f224f5ff6145a9058bdbac56c73f197b,69
be064a609737e36792fc858c62291187,29
24e57c228eb39b2823c93f04f9d12007,26
2a5ab55cf1e8e67931e7359e588b89c6,35
bd83d1e3a1d2dedcbb0b435a0cc861f8,26
4a6c56ec3167037424d371a709a8ff1d,3
41dec33bcf0866fef1e19ff66c6b05e5,121
23c0ca18375811cd8146f9a5494d5237,60
4e021201216d229a7bdcb5baeffac721,10
dfe7d057734b75add33671779f3991c4,25
d7a12514879f5be785b90edfe306962b,48
2091a808aa9f472d1093a3ab91a587c5,14
1e35275235f724499cadb1f2cf38541a,450
a0e145e162d1f5525a3677e7f0bdb08b,23
fb256de143d37e674ff7293cc095340a,182
97affc2fa9192011828148027dbd91f5,16
67ddb7e3ab8708a75d346787de213f92,8
d78b2b6af1b21b837479fb553bff008d,28
f392ce5bdb0d3a11d0bd902012eeb6a2,29
749537af9f4d7e6f69bcc9b3bf109957,35
e18251ee4a6a17e0698a0da7448ceb52,7
b46ca9f8dbd5a7c9f16777691ee78435,15
a5bd70024a7af26b96480bd56b124ecd,5
d40b53b643a2a2b38d3e2082f59b4eed,19
330b4cf9072a95dc17997ecbb0603185,15
e176d37608f94b94601f25bcdfa62f6a,20
6ed70110585dd275c0359447cb18955f,11
44a9b7ef890db27eabfa9731cfb0481b,11
5f7cc45bc9194da703172047c7e19233,27
fd112b6ce181d7c40b1df6873f42d339,13
2c6ddda81a91890bf7531a6a350d5fbc,4
0775a14811ab51dade04ede8c25a6fa5,23
4b9abc446992edc7687d6f5e5bfb778f,3
979321340533447e8e35b85eaeb892ed,11
417439a5b08197b8ffe7d51e60bc3cbd,15
ac4b0832910b3f41cb80eb5440500bff,17
154c1c8e3ecc6edee17edf4bc2639aea,7
196548896840e72ef2ef49d24025be02,27
4983f776585ad8c336aa1c621a4df4b2,34
ac9605cb06d795bcea8ef2204cbaed25,22
91f09cc57a7c50a2a1f26b768e1b4435,62
1df477c4ab3450803d63a061108f5080,66
1cf9ae6528fd11d3c47c0ee5b6623e7c,82
e50d2030446496a31c63a3e6908c6ddc,34
7ef8af65a1cf5f8e69b1eb7e713d36d4,20
b618b6cf0ec6075f34c8602b77a46dd6,13
e34bd05efa617a493e006d15fa6cddc4,40
39ad46b754a9a69819dfc2039c2e6a57,35
8bb9504705849b268fe1ec3c3d3dd290,17
620980e511f381476bf6308bddd4d76e,89
8f0dcb9fede2d89e91280654546e0433,47
c55bbec47174202d6cf7a973c8165991,16
d85d0b75bed6ce6b95e34698966cf6dd,71
0b74d8284f069223907ccc8c098aad84,67
7248348a3615cfb6175386ae900ba251,21
bd1786430a1f05f6fded4ca3c7f33526,20
fcb3bcfbd5c110603e7f783c1a3f1a83,5
610feab31e7eb7ac3e16f108d1d48a22,16
8cca98b11277311d18a27dc718254a48,25
7c9cd0b8f0644f0b65dbd047bb8515c5,23
f850f8ab7699344a86106a137482e4cc,34
5754db68f63980204a83a4015189a308,51
7b989713af23864ae9e1740f72413049,39
002d4db84338fa25e7f2b56debb5ffa0,12
d8f92ddf72ce7582d1d65860fa052aaa,12
bd6eb76b80d00673f45648b4e89f65aa,12
58ef5340ce4b76a89e6aa6a2d4793edc,34
b6d6fe1bf47fddbd201bfb7672d3d846,5
2f8adbd2624b63a8c599dfb58ec5a6c9,25
a46bfd784860f54c66870284b67438e4,10
9a7ab85326c62e4111506fe54c8549e6,6
9df8e4e71c5c9a585d9304af24f011ca,10
5d867b374d36145f93ea27f027f502a6,8
8e6e730c5d30bf8f97cd692bd3e62fc6,52
21386d75291041c0dfbb20b3bbce75c9,27
87ae76383b45bd7e6c47d234dec1fbd3,45
855a76a583252eec85e3292156ec08b7,17
7ebd3bf340f250b32e1cd8f3f54f0271,5
5e8ff15705df86d477321f8e68f7bf81,13
f4adb1ff1b5284877ff1198211db32e6,7
8fd6293785a18659bb2d7e3411564102,15
a9daaf972a46f3402ba092fe5e739864,2
376e0008b69e2065b3f2cff8a6953b3e,13
03c93acc40135ca5fac074a078a85986,14
f30ee1651dce0852fa41007d0730acdd,4
9834a5f1b9554d5992882c9411a55c5b,15
5b20e55ad4c52f426ef2665702cbd4b0,30
4a0d26611b6f2baaa4e7220c623c1100,34
980678bbf79e3adf8ac1c2fd7d2845a3,35
375d82741070d6b3e2be1eab4bc24423,69
2018e5e80d5e5a65af8cddffa259fe63,25
784ff28377adfef5804bd22de89beb34,4
b2395ede80b57bbba2bac83470ead770,3
d7d35558d8a7d57f64c0753ba349e7b9,6
95267cac2035dae9ad1adac669b0532c,17
114dd1cd5f15bbb9f7f49380fb05d490,9
5efa81ce8967f7937bf14738842adbfc,67
7aefb67eb4fdfa6d70084031987d50c3,5
24782c8a742d0473a13875667c393ff8,5
cd92ed1984ce83d76ed506cf19162fcb,14
721f1f13df4d1a9e0df076684497c845,21
165feebdc295c63b1f03a6227e1e4a8e,6
e42f58677b7087f0d9a16047368bd67b,12
afaab673dc0d8dbe8d14b3cdb9220f26,23
df80153c7ea7c5aa66df8cf1f7820b9c,4
81c7d76f91dc5a758c2ecf6dd6da19bd,6
593b47350952168348d7698a95ae653b,1
7b62c8e6ebc144f6ea76ce3e03f0a928,4
6161eb91a301475fa08964efa70aeebe,11
99ca1661f92c44333839a3dda92143a1,37
9f2a0428441d549e8dd17ecc19b52303,22
23edc38bdc23b48bfe1bb2593df63cbc,9
751c4e141415e3e942aad6a0a45fb7b0,2
9834af46b49a987a0109ee1089b6c9cc,1
0fe3ff647d178152b022203f5433b793,5
de30f34b41432e76d12f17309adc0c91,5
40bec97eef230398ec5e952066e79f6b,3
4028ed81db8efa793df9a161654f600d,1
6638b33ba1d5c1036b050fa0fed25a56,2
e9c49caaf4be94bd052ed6d9b2ac6b28,1
