regcap,empnum,estdate,candate,revdate,entstatus,opto,enttype,entcat,industryphy,entname,regcapcur,industryco,opfrom
500.0,2.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,租赁和商务服务业,0bce0d08df4e250671740dd4955b9e44,,,1480000000000.0
300.0,3.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,74ee634d5900c421b565a3bc382377d2,,    汽车批发,1470000000000.0
500.0,2.0,1290000000000.0,,,在营（开业）企业,,普通合伙企业,私营企业,租赁和商务服务业,c4b63ebd70e9af399ebf074bb8fc6821,,,1290000000000.0
100.0,2.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,ff15c40587820c2874c48dec2cfdfc38,,    纺织品及针织品零售,1480000000000.0
51.0,8.0,1210000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,3654f0449494111c841aeae5bd94cad6,,    其他机械设备及电子产品批发,1210000000000.0
50.0,3.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,房地产业,b2e0c6833a395bbbc216466cca58bb14,,  房地产中介服务,1500000000000.0
500.0,3.0,1430000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,建筑业,70c9aaaca5ab22a5c8f1781b83e2d1a1,,  其他未列明建筑业,1430000000000.0
150.0,3.0,1370000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,faf2b3460e1d4ee7508934a87db92e30,,    汽车批发,1370000000000.0
500.0,8.0,1390000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,1ceff7f59bfefb0db05e341f82ae7a9d,,    其他未列明零售业,1390000000000.0
0.0,3.0,1500000000000.0,,,注销企业,,有限责任公司分公司(自然人投资或控股),,科学研究和技术服务业,21c8ed72bdd3d5db846840b8be904be5,,  其他科技推广和应用服务业,1500000000000.0
300.0,3.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,8773b606cadf610fcd10fc04ef576cc8,,    摩托车及零配件批发,1470000000000.0
100.0,5.0,1380000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,36a1e57ceecbfb174da37067d14d934d,,    煤炭及制品批发,1380000000000.0
300.0,2.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,268866b2dbad280a5dca53875859afd7,,    汽车租赁,1400000000000.0
50.0,3.0,872000000000.0,,,在营（开业）企业,1500000000000.0,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,426e144bf492176dc07e480e6a98f713,,    生物技术推广服务,872000000000.0
300.0,4.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),,科学研究和技术服务业,a8c4f6d619adb58236cc6820f486ab2a,,  其他科技推广和应用服务业,1500000000000.0
20.0,5.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,73dcb98e4084ef6f31018487dba88adc,,    企业总部管理,1470000000000.0
0.0,8.0,1250000000000.0,,,在营（开业）企业,,有限责任公司分公司(自然人独资),私营企业,信息传输、软件和信息技术服务业,9ec342e4f685e3433e8ab437c1c30dc4,,,1250000000000.0
300.0,2.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,居民服务、修理和其他服务业,a5baaeec1c41e811945a8beaf66853cc,,,1470000000000.0
200.0,5.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,制造业,9e646c6c592dec8913b178347b907fee,,    其他未列明食品制造,1460000000000.0
500.0,4.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股的法人独资),私营企业,科学研究和技术服务业,202d841173ef2305a0bdf11e8fa073af,,    其他技术推广服务,1460000000000.0
500.0,2.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,d4c9c32075798fe5df93deab2ef3aeaa,,    其他日用品零售,1480000000000.0
101.0,2.0,1370000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,15dd9c514144fdc98eb538fa1e8e8443,,    其他食品批发,1370000000000.0
100.0,5.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,97cc3327be1bcf3c0324e0e54ca123e5,,    百货零售,1490000000000.0
50.0,8.0,970000000000.0,,,在营（开业）企业,1730000000000.0,有限责任公司(自然人投资或控股),私营企业,批发和零售业,fbcf1ee6898b4239a1e843fea60c47c4,,    汽车批发,970000000000.0
300.0,5.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,建筑业,69248eb844a360b0b653fc9b5bbd3d36,,,1480000000000.0
5.0,5.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,033181e28bea02e8b168655dcc9cf2b5,,    服装批发,1460000000000.0
226.0,3.0,1490000000000.0,,,在营（开业）企业,,有限合伙企业,私营企业,住宿和餐饮业,73cd0f35dacd77a3957a1ae0f2736087,,  正餐服务,1490000000000.0
0.0,5.0,1330000000000.0,1510000000000.0,,注销企业,,有限责任公司分公司(自然人投资或控股的法人独资),私营企业,交通运输、仓储和邮政业,999c4903ffc4a1094fbd697510238da8,,,1330000000000.0
50.0,3.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,制造业,4bfa6addfd647c97e6e19cfa8b179f2a,,    电梯、自动扶梯及升降机制造,1500000000000.0
507.0,5.0,1390000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,建筑业,5d04fb68948ed10e1e1e5eb9dec087fb,,  其他未列明建筑业,1390000000000.0
150.0,5.0,1240000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,制造业,102da64ca14e1cf241b514c3b1340641,,    铸造机械制造,1240000000000.0
300.0,6.0,1490000000000.0,,,在营（开业）企业,65200000000000.0,有限责任公司(自然人独资),私营企业,批发和零售业,83162ab82758d3d3c36f6e04e5a3ca70,,    百货零售,1490000000000.0
100.0,2.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,制造业,8118756461f1c4a3758f04d640ffe527,,,1500000000000.0
10.0,2.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,租赁和商务服务业,ab3b35300c37181528a959014e790e5a,,,1490000000000.0
279.0,8.0,1220000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,建筑业,90d053d75d89395fdfb0f027e35eff6f,,    铁路工程建筑    ,1220000000000.0
100.0,6.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,cac1238a6a3343cbdbce1364688a7e5f,,    其他机械设备及电子产品批发,1500000000000.0
100.0,5.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,324983ec701e8878d98e665b1d799387,,    其他未列明专业技术服务业,1500000000000.0
100.0,2.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,f8cb870f9e9c0ab727cd80abcee629ef,,    其他未列明信息技术服务业,1400000000000.0
130.0,8.0,1150000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,交通运输、仓储和邮政业,1153f3f440ac666ff883fa1be0dd1309,,,1150000000000.0
200.0,8.0,1020000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,601669f82bebdf8eccd97dc3f5a37eac,,    五金零售,1020000000000.0
51.0,6.0,1420000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,7a95834224c9684f419ee541d68e32b5,,    其他机械设备及电子产品批发,1420000000000.0
100.0,5.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,信息传输、软件和信息技术服务业,6b892b484b631e7fda195eed121e3a93,,,1480000000000.0
100.0,8.0,1420000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,323702de506e60b8169a5cdfe7350a11,,  工程和技术研究和试验发展,1420000000000.0
3.0,3.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,e23f8af6ae6873c6e9f5b680f0669750,,,1460000000000.0
500.0,4.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,建筑业,27d5e96d2bbb78e85f13711ae3711b58,,  其他未列明建筑业,1450000000000.0
100.0,3.0,1440000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,d3b73bd6dd5de9a4d66086c24cb4ea54,,    其他未列明批发业,1440000000000.0
300.0,3.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,建筑业,5e126b9580b8cfc2907e4d12b096d873,,  其他未列明建筑业,1480000000000.0
100.0,2.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,d0256b18b97156991e3bd6e73c9ae09d,,    厨房、卫生间用具及日用杂货批发,1490000000000.0
200.0,5.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,b4780c1b4320c174ca16dc3000c750d3,,    其他未列明批发业,1450000000000.0
800.0,8.0,1130000000000.0,,,在营（开业）企业,1760000000000.0,有限责任公司(自然人投资或控股),私营企业,制造业,40cbc621a7b4025f86150f14964e5fbb,,    其他通用零部件制造,1130000000000.0
50.0,8.0,1030000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,d213a9df28fd2c9a331d2edb441ac6b2,,    其他未列明信息技术服务业,1050000000000.0
100.0,2.0,1420000000000.0,,1530000000000.0,吊销企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,7b02677ba58a7be1f39c534a81c5712c,,    服装批发,1420000000000.0
100.0,4.0,1350000000000.0,,,在营（开业）企业,1660000000000.0,有限责任公司(自然人投资或控股),私营企业,批发和零售业,c69adfb4252d196a398a53cba55b704a,,    其他未列明批发业,1350000000000.0
51.0,3.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,68dc5e3cc81dccd27d8f8f8a964321d1,,    其他未列明批发业,1470000000000.0
3.0,5.0,1280000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,eb4b40bd346b5042bf5b783d09dda659,,    其他机械设备及电子产品批发,1280000000000.0
100.0,3.0,1430000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,c38f01438af3a6836475fca2c2a73674,,,1430000000000.0
300.0,3.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,租赁和商务服务业,5b58db90361fe79939da12bdbed073e5,,    汽车租赁,1490000000000.0
500.0,2.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,97e7699ad3bba44e71b5e922c7c67f98,,  其他科技推广和应用服务业,1490000000000.0
2200000.0,7.0,1460000000000.0,,,在营（开业）企业,,农民专业合作经济组织,农民专业合作社,农、林、牧、渔业,278d49749b98f67743f4ae4ed523fa21,,    小麦种植,1460000000000.0
200.0,3.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,d1c82e5841b5f32d4ff570e220168f19,,    其他未列明批发业,1480000000000.0
110.0,3.0,1480000000000.0,,,在营（开业）企业,,有限合伙企业,私营企业,租赁和商务服务业,33c2fa9f102303796be9d661504bad07,,    投资与资产管理,1480000000000.0
1000000.0,5.0,1370000000000.0,,,在营（开业）企业,,农民专业合作经济组织,农民专业合作社,农、林、牧、渔业,80cdb479a1d5ae31930d508b9d3fcdc6,,    小麦种植,1370000000000.0
100.0,5.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,daf4ed89f5d6fb9e09f235bb11c04f5b,,,1450000000000.0
0.0,3.0,1310000000000.0,,,在营（开业）企业,1780000000000.0,有限责任公司分公司(自然人投资或控股),私营企业,批发和零售业,9ef89a7eb77ad033dda2db269c5eff95,,    其他未列明批发业,1310000000000.0
500.0,3.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,3805eebd0e820a58ce3846ab6cc9c59a,,    其他未列明信息技术服务业,1480000000000.0
300.0,2.0,1440000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,3bcf0d71973e465fc7586e6052c293dd,,,1440000000000.0
3.0,5.0,1430000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,07bae3a344f57b3fb46f59a4f00459b4,,,1430000000000.0
300.0,2.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,dd45011ba1d7976be93551272aa7632c,,    建材批发  ,1400000000000.0
200.0,6.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,0c7b272f45b9d4206bc8b28e9da6b814,,    建材批发  ,1490000000000.0
250000.0,5.0,1410000000000.0,,,在营（开业）企业,,农民专业合作经济组织,农民专业合作社,农、林、牧、渔业,3fd1d32674a4c38078fd649602e0cfdb,,    其他农业服务,1410000000000.0
10.0,2.0,1310000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,租赁和商务服务业,6605e7ae2df76e3a17e67aff1645fc80,,,1310000000000.0
200.0,5.0,1340000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,68911ecdf6c3965ef1e9ce9d49427bf4,,,1340000000000.0
100.0,8.0,1080000000000.0,,,在营（开业）企业,1740000000000.0,有限责任公司(自然人投资或控股),私营企业,批发和零售业,4840c6107d8f818532bebf06051cfc5b,,    摩托车及零配件批发,1080000000000.0
300.0,5.0,1380000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,f4628ed47abf3146d2cb1444365cc4f8,,    农业机械批发,1380000000000.0
300.0,3.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,5ccbedbd363bda7848aa78510c278713,,    生物技术推广服务,1500000000000.0
100.0,8.0,1140000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,交通运输、仓储和邮政业,93d23bb401bf2bb5be2c76b791e678e3,,    其他道路运输辅助活动,1140000000000.0
500.0,2.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,居民服务、修理和其他服务业,f83d18e36c4c73b6bedd434c85174315,,,1480000000000.0
200.0,2.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,文化、体育和娱乐业,f7150f440fd99144ddbd2caf0e484370,,  其他体育,1450000000000.0
100.0,5.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,租赁和商务服务业,bd1550e8763be2ed1fe304e96f612d82,,    市场管理,1490000000000.0
100.0,2.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,ea595e5d65d44a6f9fa8946902c2f06c,,    其他未列明信息技术服务业,1470000000000.0
750000.0,6.0,1290000000000.0,,,在营（开业）企业,1450000000000.0,农民专业合作经济组织,农民专业合作社,居民服务、修理和其他服务业,d7be9979aae1dd8b4682e1175cf1d765,,,1290000000000.0
50.0,2.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,租赁和商务服务业,a507a32585090cda1d8d9501308a8e8d,,    其他专业咨询,1490000000000.0
56.0,3.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,房地产业,caf25946a0d8809604fa8ddd0875a949,,  物业管理,1500000000000.0
300.0,6.0,1460000000000.0,,,在营（开业）企业,,有限合伙企业,私营企业,租赁和商务服务业,2b0ca16a3ab48204cdac9423061c8c30,,    其他专业咨询,1460000000000.0
500.0,2.0,1300000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,2237208e7f8930cf91c52ff69efefc72,,    其他机械设备及电子产品批发,1300000000000.0
500.0,2.0,1240000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,928896f8aac8aa359d589d87951fb519,,    其他未列明专业技术服务业,1240000000000.0
0.0,3.0,1320000000000.0,,,在营（开业）企业,,有限责任公司分公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,3ecedba6c9ca15f17d823b5a728dd386,,    其他未列明信息技术服务业,1320000000000.0
50.0,5.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,68d385d935a8f690183fa3238ff0f0c1,,    其他综合零售,1470000000000.0
2180.0,4.0,1380000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),,建筑业,29dc80ec1faf2cd7598d1f183b240705,,  电气安装,1380000000000.0
100.0,2.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,6a50fedb76aebcdec71214a80048e24b,,    五金产品批发,1470000000000.0
50.0,6.0,1400000000000.0,1520000000000.0,,注销企业,,有限责任公司(自然人独资),私营企业,制造业,7861b1432015ed56a26126526284786d,,    金属制厨房用器具制造,1400000000000.0
100.0,2.0,1440000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,信息传输、软件和信息技术服务业,df8e6f5c9de5eb946b2d3e62f8bd5f2c,,    其他未列明信息技术服务业,1440000000000.0
300.0,5.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,4e3c35ac77402e229d7c698d47e75a70,,,1450000000000.0
0.0,5.0,1370000000000.0,,,在营（开业）企业,,有限责任公司分公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,e80308dc56dd24044290b1c75d00f9cf,,,1370000000000.0
100.0,5.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,文化、体育和娱乐业,fa6e34dab0f10ff920f1a96f211ef653,,  其他体育,1500000000000.0
100.0,5.0,1420000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,科学研究和技术服务业,f166827f01d8b131b4f1b2cb8b162193,,    其他技术推广服务,1420000000000.0
300.0,3.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,科学研究和技术服务业,ba3d4ac7f9900c76233056b7afe53b9d,,    其他技术推广服务,1490000000000.0
50.0,8.0,1020000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,9a2356de0de952fd181f9b2005a4c441,,    化肥批发,1020000000000.0
100.0,3.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,23d4134fb137efa743f14916445032d0,,    其他机械设备及电子产品批发,1490000000000.0
300.0,3.0,1490000000000.0,,,在营（开业）企业,,其他有限责任公司,私营企业,信息传输、软件和信息技术服务业,e63ef15b5ea3138a4e96440ab71f5233,,,1490000000000.0
318.0,5.0,1470000000000.0,1520000000000.0,,注销企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,d93c2ce4a891c65c7dbbda4e278dbdfc,,    其他未列明信息技术服务业,1470000000000.0
101.0,8.0,985000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,建筑业,05606f66430e23c65d601aa0f6f02c17,,  其他未列明建筑业,1010000000000.0
60.0,3.0,1240000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,6d0197058f5f86830856e484bd368cfb,,,1240000000000.0
50.0,3.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,b63e834a127553dc4233f04c3dfd49fb,,,1480000000000.0
50.0,3.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,科学研究和技术服务业,4f6551352de4687eecaefc97838c6490,,    其他未列明专业技术服务业,1480000000000.0
51.0,2.0,1250000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,c2c5639395d5962f0a312651cf52755a,,,1250000000000.0
50.0,4.0,1390000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,f1c71f163819c48ed1c8446c74ed81e0,,    建材批发  ,1390000000000.0
500.0,2.0,1420000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,dae99d71684d2dc3ae636d489118739d,,    其他综合零售,1420000000000.0
30.0,8.0,1230000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,住宿和餐饮业,c831e9c7b222932cab1f13759023e552,,  正餐服务,1230000000000.0
0.0,3.0,1380000000000.0,,,在营（开业）企业,,股份有限公司分公司(非上市、自然人投资或控股),私营企业,批发和零售业,40b535f4a42ba8c107ba251646e30a93,,    其他机械设备及电子产品批发,1380000000000.0
10.0,2.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,b359f8ee261b63846d753121f121ece2,,    其他电子产品零售,1400000000000.0
100.0,3.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,房地产业,e4dc306b2782acdbce13c4cf6d03dd61,,  物业管理,1450000000000.0
200.0,8.0,1220000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,5a775c217a87a3ffd3b040780bc60663,,    其他未列明批发业,1220000000000.0
200.0,3.0,1440000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,561dc684480912fd3e092092879a5ad2,,    金属及金属矿批发,1440000000000.0
50.0,3.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,5c5f44fc0ec7c671bf3c10580e15ddd2,,    厨房、卫生间用具及日用杂货批发,1460000000000.0
51.0,2.0,1300000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,69a3a2b81cd361af86d514d9b7d5b865,,    其他未列明信息技术服务业,1300000000000.0
300.0,5.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,文化、体育和娱乐业,081c20fc05f5246c500672c139ed0a9f,,  其他体育,1460000000000.0
50.0,3.0,1380000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,bbc4a0c1f7900dca39147c3a253c0081,,    工艺美术品及收藏品零售,1380000000000.0
120.0,5.0,1390000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,5834254a2a60a3b77fd91cb9872d2d4f,,    米、面制品及食用油批发,1390000000000.0
101.0,5.0,1450000000000.0,,1530000000000.0,吊销企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,8dfca950317c1263355b518d0ddbd735,,    其他机械设备及电子产品批发,1450000000000.0
500.0,8.0,1040000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,6620a10203fee4da25ac3101a71be9b8,,    糕点、糖果及糖批发,1040000000000.0
500.0,2.0,1390000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,282a7aee46daab8a3317c4b590340c29,,    金属及金属矿批发,1390000000000.0
100.0,2.0,1330000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,5a3f93f0073da83ea41d88d4b82f532f,,  农业科学研究和试验发展,1330000000000.0
0.0,2.0,1440000000000.0,,,在营（开业）企业,,有限责任公司分公司(自然人投资或控股),私营企业,批发和零售业,c855f91121c70e4f2ee5265a114fadfa,,    药品零售,1440000000000.0
5.0,8.0,1150000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,b9198dafa8a6ed17471795b68fef146d,,    其他未列明信息技术服务业,1150000000000.0
600.0,3.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,49128fc22a02d36ee7a3f6c97d7bd5ff,,,1480000000000.0
500.0,5.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,663c8078649ee11584a7dfc83b018421,,,1460000000000.0
50.0,2.0,1360000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,4709bcaf50bf0910cf11d035e7245975,,    肉、禽、蛋、奶及水产品批发,1360000000000.0
300.0,4.0,1400000000000.0,,1530000000000.0,吊销企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,2399708cf115f85b42e620521e07d3e0,,,1400000000000.0
200.0,6.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,2ebb317d41211bc134a7e4244f380122,,  其他科技推广和应用服务业,1470000000000.0
50.0,2.0,1310000000000.0,,1530000000000.0,吊销企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,304a3ec0fff177439f7215e2a2e83f92,,,1310000000000.0
500.0,8.0,1430000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,交通运输、仓储和邮政业,ada4e5f8dc61bb1109396dc97c524726,,,1430000000000.0
300.0,2.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,制造业,f9aa330e2ca2d85a703e3a7b682888d4,,    化妆品制造,1500000000000.0
50.0,3.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,501d3e3cf8e30776bb1f89a699dd3b71,,    其他机械设备及电子产品批发,1400000000000.0
500.0,5.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,774126298a19e2c0aaf12b98df66d39e,,  其他科技推广和应用服务业,1490000000000.0
300.0,6.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,0795a61a0d65bdaf856b41a4f4444d91,,    其他未列明零售业,1490000000000.0
510.0,3.0,1330000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,3ef1661b7632889c9e71a2979c9b9582,,    建材批发  ,1330000000000.0
3.0,5.0,1310000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,ff1ebf2ba7816d759586f7ef1cd858c3,,    电气设备批发,1310000000000.0
100.0,3.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,e834d80dc029baa8dfd0c5935f8a3735,,,1490000000000.0
100.0,2.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,2d0f744c598acdd16ccb1f0d70799944,,    其他食品批发,1480000000000.0
3.0,3.0,1390000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,2438abbb7265fbf733ddbbf89f815dac,,    其他未列明零售业,1390000000000.0
0.0,4.0,1430000000000.0,,,在营（开业）企业,,有限责任公司分公司(自然人投资或控股的法人独资),私营企业,批发和零售业,513309fb3496e0d7f7727eeb1b6274e4,,    西药批发,1430000000000.0
60.0,8.0,1090000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,b6729a6cbfccdb8e761d51e1e4d9f898,,    其他未列明商务服务业,1090000000000.0
